"gutenberg_id" "text"
164 "the second lieutenant was uttering his daily phrase."
164 ""
164 "I was admiring the magnificent aspect of the ocean when Captain Nemo"
164 "appeared.  He did not seem to be aware of my presence, and began a"
164 "series of astronomical observations.  Then, when he had finished, he"
164 "went and leant on the cage of the watch-light, and gazed abstractedly"
164 "on the ocean.  In the meantime, a number of the sailors of the"
164 "Nautilus, all strong and healthy men, had come up onto the platform."
164 "They came to draw up the nets that had been laid all night.  These"
164 "sailors were evidently of different nations, although the European type"
164 "was visible in all of them.  I recognised some unmistakable Irishmen,"
164 "Frenchmen, some Sclaves, and a Greek, or a Candiote.  They were civil,"
164 "and only used that odd language among themselves, the origin of which I"
164 "could not guess, neither could I question them."
164 ""
164 "The nets were hauled in.  They were a large kind of \"chaluts,\" like"
164 "those on the Normandy coasts, great pockets that the waves and a chain"
164 "fixed in the smaller meshes kept open.  These pockets, drawn by iron"
164 "poles, swept through the water, and gathered in everything in their"
164 "way.  That day they brought up curious specimens from those productive"
164 "coasts."
164 ""
164 "I reckoned that the haul had brought in more than nine hundredweight of"
164 "fish.  It was a fine haul, but not to be wondered at.  Indeed, the nets"
164 "are let down for several hours, and enclose in their meshes an infinite"
164 "variety.  We had no lack of excellent food, and the rapidity of the"
164 "Nautilus and the attraction of the electric light could always renew"
164 "our supply.  These several productions of the sea were immediately"
164 "lowered through the panel to the steward's room, some to be eaten"
164 "fresh, and others pickled."
164 ""
164 "The fishing ended, the provision of air renewed, I thought that the"
164 "Nautilus was about to continue its submarine excursion, and was"
164 "preparing to return to my room, when, without further preamble, the"
164 "Captain turned to me, saying:"
164 ""
164 "\"Professor, is not this ocean gifted with real life?  It has its"
164 "tempers and its gentle moods.  Yesterday it slept as we did, and now it"
164 "has woke after a quiet night.  Look!\" he continued, \"it wakes under the"
164 "caresses of the sun.  It is going to renew its diurnal existence.  It"
164 "is an interesting study to watch the play of its organisation.  It has"
164 "a pulse, arteries, spasms; and I agree with the learned Maury, who"
164 "discovered in it a circulation as real as the circulation of blood in"
164 "animals."
164 ""
164 "\"Yes, the ocean has indeed circulation, and to promote it, the Creator"
164 "has caused things to multiply in it--caloric, salt, and animalculae.\""
164 ""
164 "When Captain Nemo spoke thus, he seemed altogether changed, and aroused"
164 "an extraordinary emotion in me."
164 ""
164 "\"Also,\" he added, \"true existence is there; and I can imagine the"
164 "foundations of nautical towns, clusters of submarine houses, which,"
164 "like the Nautilus, would ascend every morning to breathe at the surface"
164 "of the water, free towns, independent cities.  Yet who knows whether"
164 "some despot----\""
164 ""
164 "Captain Nemo finished his sentence with a violent gesture.  Then,"
164 "addressing me as if to chase away some sorrowful thought:"
164 ""
164 "\"M. Aronnax,\" he asked, \"do you know the depth of the ocean?\""
164 ""
164 "\"I only know, Captain, what the principal soundings have taught us.\""
164 ""
164 "\"Could you tell me them, so that I can suit them to my purpose?\""
164 ""
164 "\"These are some,\" I replied, \"that I remember.  If I am not mistaken, a"
164 "depth of 8,000 yards has been found in the North Atlantic, and 2,500"
164 "yards in the Mediterranean.  The most remarkable soundings have been"
164 "made in the South Atlantic, near the thirty-fifth parallel, and they"
164 "gave 12,000 yards, 14,000 yards, and 15,000 yards.  To sum up all, it"
164 "is reckoned that if the bottom of the sea were levelled, its mean depth"
164 "would be about one and three-quarter leagues.\""
164 ""
164 "\"Well, Professor,\" replied the Captain, \"we shall show you better than"
164 "that I hope.  As to the mean depth of this part of the Pacific, I tell"
164 "you it is only 4,000 yards.\""
164 ""
164 "Having said this, Captain Nemo went towards the panel, and disappeared"
164 "down the ladder.  I followed him, and went into the large drawing-room."
164 "The screw was immediately put in motion, and the log gave twenty miles"
164 "an hour."
164 ""
164 "During the days and weeks that passed, Captain Nemo was very sparing of"
164 "his visits.  I seldom saw him.  The lieutenant pricked the ship's"
164 "course regularly on the chart, so I could always tell exactly the route"
164 "of the Nautilus."
164 ""
164 "Nearly every day, for some time, the panels of the drawing-room were"
164 "opened, and we were never tired of penetrating the mysteries of the"
164 "submarine world."
164 ""
164 "The general direction of the Nautilus was south-east, and it kept"
164 "between 100 and 150 yards of depth.  One day, however, I do not know"
164 "why, being drawn diagonally by means of the inclined planes, it touched"
164 "the bed of the sea.  The thermometer indicated a temperature of 4.25"
164 "(cent.): a temperature that at this depth seemed common to all"
164 "latitudes."
164 ""
164 "At three o'clock in the morning of the 26th of November the Nautilus"
164 "crossed the tropic of Cancer at 172 deg. long.  On 27th instant it"
164 "sighted the Sandwich Islands, where Cook died, February 14, 1779.  We"
164 "had then gone 4,860 leagues from our starting-point. In the morning,"
164 "when I went on the platform, I saw two miles to windward, Hawaii, the"
164 "largest of the seven islands that form the group.  I saw clearly the"
164 "cultivated ranges, and the several mountain-chains that run parallel"
164 "with the side, and the volcanoes that overtop Mouna-Rea, which rise"
164 "5,000 yards above the level of the sea.  Besides other things the nets"
164 "brought up, were several flabellariae and graceful polypi, that are"
164 "peculiar to that part of the ocean.  The direction of the Nautilus was"
164 "still to the south-east. It crossed the equator December 1, in 142 deg."
164 "long.; and on the 4th of the same month, after crossing rapidly and"
164 "without anything in particular occurring, we sighted the Marquesas"
164 "group.  I saw, three miles off, Martin's peak in Nouka-Hiva, the"
164 "largest of the group that belongs to France.  I only saw the woody"
164 "mountains against the horizon, because Captain Nemo did not wish to"
164 "bring the ship to the wind.  There the nets brought up beautiful"
164 "specimens of fish:  some with azure fins and tails like gold, the flesh"
164 "of which is unrivalled; some nearly destitute of scales, but of"
164 "exquisite flavour; others, with bony jaws, and yellow-tinged gills, as"
164 "good as bonitos; all fish that would be of use to us.  After leaving"
164 "these charming islands protected by the French flag, from the 4th to"
164 "the 11th of December the Nautilus sailed over about 2,000 miles."
164 ""
164 "During the daytime of the 11th of December I was busy reading in the"
164 "large drawing-room. Ned Land and Conseil watched the luminous water"
164 "through the half-open panels.  The Nautilus was immovable.  While its"
164 "reservoirs were filled, it kept at a depth of 1,000 yards, a region"
164 "rarely visited in the ocean, and in which large fish were seldom seen."
164 ""
164 "I was then reading a charming book by Jean Mace, The Slaves of the"
164 "Stomach, and I was learning some valuable lessons from it, when Conseil"
164 "interrupted me."
164 ""
164 "\"Will master come here a moment?\" he said, in a curious voice."
164 ""
164 "\"What is the matter, Conseil?\""
164 ""
164 "\"I want master to look.\""
164 ""
164 "I rose, went, and leaned on my elbows before the panes and watched."
164 ""
164 "In a full electric light, an enormous black mass, quite immovable, was"
164 "suspended in the midst of the waters.  I watched it attentively,"
164 "seeking to find out the nature of this gigantic cetacean.  But a sudden"
164 "thought crossed my mind.  \"A vessel!\" I said, half aloud."
164 ""
164 "\"Yes,\" replied the Canadian, \"a disabled ship that has sunk"
164 "perpendicularly.\""
164 ""
164 "Ned Land was right; we were close to a vessel of which the tattered"
164 "shrouds still hung from their chains.  The keel seemed to be in good"
164 "order, and it had been wrecked at most some few hours.  Three stumps of"
164 "masts, broken off about two feet above the bridge, showed that the"
164 "vessel had had to sacrifice its masts.  But, lying on its side, it had"
164 "filled, and it was heeling over to port.  This skeleton of what it had"
164 "once been was a sad spectacle as it lay lost under the waves, but"
164 "sadder still was the sight of the bridge, where some corpses, bound"
164 "with ropes, were still lying.  I counted five--four men, one of whom"
164 "was standing at the helm, and a woman standing by the poop, holding an"
164 "infant in her arms.  She was quite young.  I could distinguish her"
164 "features, which the water had not decomposed, by the brilliant light"
164 "from the Nautilus.  In one despairing effort, she had raised her infant"
164 "above her head--poor little thing!--whose arms encircled its mother's"
164 "neck.  The attitude of the four sailors was frightful, distorted as"
164 "they were by their convulsive movements, whilst making a last effort to"
164 "free themselves from the cords that bound them to the vessel.  The"
164 "steersman alone, calm, with a grave, clear face, his grey hair glued to"
164 "his forehead, and his hand clutching the wheel of the helm, seemed even"
164 "then to be guiding the three broken masts through the depths of the"
164 "ocean."
164 ""
164 "What a scene!  We were dumb; our hearts beat fast before this"
164 "shipwreck, taken as it were from life and photographed in its last"
164 "moments.  And I saw already, coming towards it with hungry eyes,"
164 "enormous sharks, attracted by the human flesh."
164 ""
164 "However, the Nautilus, turning, went round the submerged vessel, and in"
164 "one instant I read on the stern--\"The Florida, Sunderland.\""
164 ""
164 ""
164 ""
164 "CHAPTER XVIII"
164 ""
164 "VANIKORO"
164 ""
164 "This terrible spectacle was the forerunner of the series of maritime"
164 "catastrophes that the Nautilus was destined to meet with in its route."
164 "As long as it went through more frequented waters, we often saw the"
164 "hulls of shipwrecked vessels that were rotting in the depths, and"
164 "deeper down cannons, bullets, anchors, chains, and a thousand other"
164 "iron materials eaten up by rust.  However, on the 11th of December we"
164 "sighted the Pomotou Islands, the old \"dangerous group\" of Bougainville,"
164 "that extend over a space of 500 leagues at E.S.E. to W.N.W., from the"
164 "Island Ducie to that of Lazareff.  This group covers an area of 370"
164 "square leagues, and it is formed of sixty groups of islands, among"
164 "which the Gambier group is remarkable, over which France exercises"
164 "sway.  These are coral islands, slowly raised, but continuous, created"
164 "by the daily work of polypi.  Then this new island will be joined later"
164 "on to the neighboring groups, and a fifth continent will stretch from"
164 "New Zealand and New Caledonia, and from thence to the Marquesas."
164 ""
164 "One day, when I was suggesting this theory to Captain Nemo, he replied"
164 "coldly:"
164 ""
164 "\"The earth does not want new continents, but new men.\""
164 ""
164 "Chance had conducted the Nautilus towards the Island of"
164 "Clermont-Tonnere, one of the most curious of the group, that was"
164 "discovered in 1822 by Captain Bell of the Minerva. I could study now"
164 "the madreporal system, to which are due the islands in this ocean."
164 ""
164 "Madrepores (which must not be mistaken for corals) have a tissue lined"
164 "with a calcareous crust, and the modifications of its structure have"
164 "induced M. Milne Edwards, my worthy master, to class them into five"
164 "sections. The animalcule that the marine polypus secretes live by"
164 "millions at the bottom of their cells. Their calcareous deposits become"
164 "rocks, reefs, and large and small islands. Here they form a ring,"
164 "surrounding a little inland lake, that communicates with the sea by"
164 "means of gaps. There they make barriers of reefs like those on the"
164 "coasts of New Caledonia and the various Pomoton islands. In other"
164 "places, like those at Reunion and at Maurice, they raise fringed reefs,"
164 "high, straight walls, near which the depth of the ocean is considerable."
164 ""
164 "Some cable-lengths off the shores of the Island of Clermont I admired"
164 "the gigantic work accomplished by these microscopical workers. These"
164 "walls are specially the work of those madrepores known as milleporas,"
164 "porites, madrepores, and astraeas. These polypi are found particularly"
164 "in the rough beds of the sea, near the surface; and consequently it is"
164 "from the upper part that they begin their operations, in which they"
164 "bury themselves by degrees with the debris of the secretions that"
164 "support them. Such is, at least, Darwin's theory, who thus explains the"
164 "formation of the _atolls_, a superior theory (to my mind) to that given"
164 "of the foundation of the madreporical works, summits of mountains or"
164 "volcanoes, that are submerged some feet below the level of the sea."
164 ""
164 "I could observe closely these curious walls, for perpendicularly they"
164 "were more than 300 yards deep, and our electric sheets lighted up this"
164 "calcareous matter brilliantly. Replying to a question Conseil asked me"
164 "as to the time these colossal barriers took to be raised, I astonished"
164 "him much by telling him that learned men reckoned it about the eighth"
164 "of an inch in a hundred years."
164 ""
164 "Towards evening Clermont-Tonnerre was lost in the distance, and the"
164 "route of the Nautilus was sensibly changed. After having crossed the"
164 "tropic of Capricorn in 135 deg. longitude, it sailed W.N.W., making"
164 "again for the tropical zone. Although the summer sun was very strong,"
164 "we did not suffer from heat, for at fifteen or twenty fathoms below the"
164 "surface, the temperature did not rise above from ten to twelve degrees."
164 ""
164 "On 15th of December, we left to the east the bewitching group of the"
164 "Societies and the graceful Tahiti, queen of the Pacific.  I saw in the"
164 "morning, some miles to the windward, the elevated summits of the"
164 "island.  These waters furnished our table with excellent fish,"
164 "mackerel, bonitos, and some varieties of a sea-serpent."
164 ""
164 "On the 25th of December the Nautilus sailed into the midst of the New"
164 "Hebrides, discovered by Quiros in 1606, and that Bougainville explored"
164 "in 1768, and to which Cook gave its present name in 1773.  This group"
164 "is composed principally of nine large islands, that form a band of 120"
164 "leagues N.N.S. to S.S.W., between 15 deg. and 2 deg. S. lat., and 164"
164 "deg. and 168 deg. long.  We passed tolerably near to the Island of"
164 "Aurou, that at noon looked like a mass of green woods, surmounted by a"
164 "peak of great height."
164 ""
164 "That day being Christmas Day, Ned Land seemed to regret sorely the"
164 "non-celebration of \"Christmas,\" the family fete of which Protestants"
164 "are so fond.  I had not seen Captain Nemo for a week, when, on the"
164 "morning of the 27th, he came into the large drawing-room, always"
164 "seeming as if he had seen you five minutes before.  I was busily"
164 "tracing the route of the Nautilus on the planisphere.  The Captain came"
164 "up to me, put his finger on one spot on the chart, and said this single"
164 "word."
164 ""
164 "\"Vanikoro.\""
164 ""
164 "The effect was magical!  It was the name of the islands on which La"
164 "Perouse had been lost!  I rose suddenly."
164 ""
164 "\"The Nautilus has brought us to Vanikoro?\"  I asked."
164 ""
164 "\"Yes, Professor,\" said the Captain."
164 ""
164 "\"And I can visit the celebrated islands where the Boussole and the"
164 "Astrolabe struck?\""
164 ""
164 "\"If you like, Professor.\""
164 ""
164 "\"When shall we be there?\""
164 ""
164 "\"We are there now.\""
164 ""
164 "Followed by Captain Nemo, I went up on to the platform, and greedily"
164 "scanned the horizon."
164 ""
164 "To the N.E. two volcanic islands emerged of unequal size, surrounded by"
164 "a coral reef that measured forty miles in circumference.  We were close"
164 "to Vanikoro, really the one to which Dumont d'Urville gave the name of"
164 "Isle de la Recherche, and exactly facing the little harbour of Vanou,"
164 "situated in 16 deg. 4' S. lat., and 164 deg. 32' E. long.  The earth"
164 "seemed covered with verdure from the shore to the summits in the"
164 "interior, that were crowned by Mount Kapogo, 476 feet high.  The"
164 "Nautilus, having passed the outer belt of rocks by a narrow strait,"
164 "found itself among breakers where the sea was from thirty to forty"
164 "fathoms deep.  Under the verdant shade of some mangroves I perceived"
164 "some savages, who appeared greatly surprised at our approach.  In the"
164 "long black body, moving between wind and water, did they not see some"
164 "formidable cetacean that they regarded with suspicion?"
164 ""
164 "Just then Captain Nemo asked me what I knew about the wreck of La"
164 "Perouse."
164 ""
164 "\"Only what everyone knows, Captain,\" I replied."
164 ""
164 "\"And could you tell me what everyone knows about it?\" he inquired,"
164 "ironically."
164 ""
164 "\"Easily.\""
164 ""
164 "I related to him all that the last works of Dumont d'Urville had made"
164 "known--works from which the following is a brief account."
164 ""
164 "La Perouse, and his second, Captain de Langle, were sent by Louis XVI,"
164 "in 1785, on a voyage of circumnavigation.  They embarked in the"
164 "corvettes Boussole and the Astrolabe, neither of which were again heard"
164 "of.  In 1791, the French Government, justly uneasy as to the fate of"
164 "these two sloops, manned two large merchantmen, the Recherche and the"
164 "Esperance, which left Brest the 28th of September under the command of"
164 "Bruni d'Entrecasteaux."
164 ""
164 "Two months after, they learned from Bowen, commander of the Albemarle,"
164 "that the debris of shipwrecked vessels had been seen on the coasts of"
164 "New Georgia.  But D'Entrecasteaux, ignoring this communication--rather"
164 "uncertain, besides--directed his course towards the Admiralty Islands,"
164 "mentioned in a report of Captain Hunter's as being the place where La"
164 "Perouse was wrecked."
164 ""
164 "They sought in vain.  The Esperance and the Recherche passed before"
164 "Vanikoro without stopping there, and, in fact, this voyage was most"
164 "disastrous, as it cost D'Entrecasteaux his life, and those of two of"
164 "his lieutenants, besides several of his crew."
164 ""
164 "Captain Dillon, a shrewd old Pacific sailor, was the first to find"
164 "unmistakable traces of the wrecks.  On the 15th of May, 1824, his"
164 "vessel, the St. Patrick, passed close to Tikopia, one of the New"
164 "Hebrides.  There a Lascar came alongside in a canoe, sold him the"
164 "handle of a sword in silver that bore the print of characters engraved"
164 "on the hilt.  The Lascar pretended that six years before, during a stay"
164 "at Vanikoro, he had seen two Europeans that belonged to some vessels"
164 "that had run aground on the reefs some years ago."
164 ""
164 "Dillon guessed that he meant La Perouse, whose disappearance had"
164 "troubled the whole world.  He tried to get on to Vanikoro, where,"
164 "according to the Lascar, he would find numerous debris of the wreck,"
164 "but winds and tides prevented him."
164 ""
164 "Dillon returned to Calcutta.  There he interested the Asiatic Society"
164 "and the Indian Company in his discovery.  A vessel, to which was given"
164 "the name of the Recherche, was put at his disposal, and he set out,"
164 "23rd January, 1827, accompanied by a French agent."
164 ""
164 "The Recherche, after touching at several points in the Pacific, cast"
164 "anchor before Vanikoro, 7th July, 1827, in that same harbour of Vanou"
164 "where the Nautilus was at this time."
164 ""
164 "There it collected numerous relics of the wreck--iron utensils,"
164 "anchors, pulley-strops, swivel-guns, an 18 lb. shot, fragments of"
164 "astronomical instruments, a piece of crown work, and a bronze clock,"
164 "bearing this inscription--\"Bazin m'a fait,\" the mark of the foundry of"
164 "the arsenal at Brest about 1785.  There could be no further doubt."
164 ""
164 "Dillon, having made all inquiries, stayed in the unlucky place till"
164 "October.  Then he quitted Vanikoro, and directed his course towards New"
164 "Zealand; put into Calcutta, 7th April, 1828, and returned to France,"
164 "where he was warmly welcomed by Charles X."
164 ""
164 "But at the same time, without knowing Dillon's movements, Dumont"
164 "d'Urville had already set out to find the scene of the wreck.  And they"
164 "had learned from a whaler that some medals and a cross of St. Louis had"
164 "been found in the hands of some savages of Louisiade and New Caledonia."
164 "Dumont d'Urville, commander of the Astrolabe, had then sailed, and two"
164 "months after Dillon had left Vanikoro he put into Hobart Town.  There"
164 "he learned the results of Dillon's inquiries, and found that a certain"
164 "James Hobbs, second lieutenant of the Union of Calcutta, after landing"
164 "on an island situated 8 deg. 18' S. lat., and 156 deg. 30' E. long.,"
164 "had seen some iron bars and red stuffs used by the natives of these"
164 "parts.  Dumont d'Urville, much perplexed, and not knowing how to credit"
164 "the reports of low-class journals, decided to follow Dillon's track."
164 ""
164 "On the 10th of February, 1828, the Astrolabe appeared off Tikopia, and"
164 "took as guide and interpreter a deserter found on the island; made his"
164 "way to Vanikoro, sighted it on the 12th inst., lay among the reefs"
164 "until the 14th, and not until the 20th did he cast anchor within the"
164 "barrier in the harbour of Vanou."
164 ""
164 "On the 23rd, several officers went round the island and brought back"
164 "some unimportant trifles.  The natives, adopting a system of denials"
164 "and evasions, refused to take them to the unlucky place.  This"
164 "ambiguous conduct led them to believe that the natives had ill-treated"
164 "the castaways, and indeed they seemed to fear that Dumont d'Urville had"
164 "come to avenge La Perouse and his unfortunate crew."
164 ""
164 "However, on the 26th, appeased by some presents, and understanding that"
164 "they had no reprisals to fear, they led M. Jacquireot to the scene of"
164 "the wreck."
164 ""
164 "There, in three or four fathoms of water, between the reefs of Pacou"
164 "and Vanou, lay anchors, cannons, pigs of lead and iron, embedded in the"
164 "limy concretions.  The large boat and the whaler belonging to the"
164 "Astrolabe were sent to this place, and, not without some difficulty,"
164 "their crews hauled up an anchor weighing 1,800 lbs., a brass gun, some"
164 "pigs of iron, and two copper swivel-guns."
164 ""
164 "Dumont d'Urville, questioning the natives, learned too that La Perouse,"
164 "after losing both his vessels on the reefs of this island, had"
164 "constructed a smaller boat, only to be lost a second time.  Where, no"
164 "one knew."
164 ""
164 "But the French Government, fearing that Dumont d'Urville was not"
164 "acquainted with Dillon's movements, had sent the sloop Bayonnaise,"
164 "commanded by Legoarant de Tromelin, to Vanikoro, which had been"
164 "stationed on the west coast of America.  The Bayonnaise cast her anchor"
164 "before Vanikoro some months after the departure of the Astrolabe, but"
164 "found no new document; but stated that the savages had respected the"
164 "monument to La Perouse.  That is the substance of what I told Captain"
164 "Nemo."
164 ""
164 "\"So,\" he said, \"no one knows now where the third vessel perished that"
164 "was constructed by the castaways on the island of Vanikoro?\""
164 ""
164 "\"No one knows.\""
164 ""
164 "Captain Nemo said nothing, but signed to me to follow him into the"
164 "large saloon.  The Nautilus sank several yards below the waves, and the"
164 "panels were opened."
164 ""
164 "I hastened to the aperture, and under the crustations of coral, covered"
164 "with fungi, syphonules, alcyons, madrepores, through myriads of"
164 "charming fish--girelles, glyphisidri, pompherides, diacopes, and"
164 "holocentres--I recognised certain debris that the drags had not been"
164 "able to tear up--iron stirrups, anchors, cannons, bullets, capstan"
164 "fittings, the stem of a ship, all objects clearly proving the wreck of"
164 "some vessel, and now carpeted with living flowers. While I was looking"
164 "on this desolate scene, Captain Nemo said, in a sad voice:"
164 ""
164 "\"Commander La Perouse set out 7th December, 1785, with his vessels La"
164 "Boussole and the Astrolabe.  He first cast anchor at Botany Bay,"
164 "visited the Friendly Isles, New Caledonia, then directed his course"
164 "towards Santa Cruz, and put into Namouka, one of the Hapai group.  Then"
164 "his vessels struck on the unknown reefs of Vanikoro.  The Boussole,"
164 "which went first, ran aground on the southerly coast.  The Astrolabe"
164 "went to its help, and ran aground too.  The first vessel was destroyed"
164 "almost immediately.  The second, stranded under the wind, resisted some"
164 "days.  The natives made the castaways welcome.  They installed"
164 "themselves in the island, and constructed a smaller boat with the"
164 "debris of the two large ones.  Some sailors stayed willingly at"
164 "Vanikoro; the others, weak and ill, set out with La Perouse.  They"
164 "directed their course towards the Solomon Islands, and there perished,"
164 "with everything, on the westerly coast of the chief island of the"
164 "group, between Capes Deception and Satisfaction.\""
164 ""
164 "\"How do you know that?\""
164 ""
164 "\"By this, that I found on the spot where was the last wreck.\""
164 ""
164 "Captain Nemo showed me a tin-plate box, stamped with the French arms,"
164 "and corroded by the salt water.  He opened it, and I saw a bundle of"
164 "papers, yellow but still readable."
164 ""
164 "They were the instructions of the naval minister to Commander La"
164 "Perouse, annotated in the margin in Louis XVI's handwriting."
164 ""
164 "\"Ah! it is a fine death for a sailor!\" said Captain Nemo, at last.  \"A"
164 "coral tomb makes a quiet grave; and I trust that I and my comrades will"
164 "find no other.\""
164 ""
164 ""
164 ""
164 "CHAPTER XIX"
164 ""
164 "TORRES STRAITS"
164 ""
164 "During the night of the 27th or 28th of December, the Nautilus left the"
164 "shores of Vanikoro with great speed.  Her course was south-westerly,"
164 "and in three days she had gone over the 750 leagues that separated it"
164 "from La Perouse's group and the south-east point of Papua."
164 ""
164 "Early on the 1st of January, 1863, Conseil joined me on the platform."
164 ""
164 "\"Master, will you permit me to wish you a happy New Year?\""
164 ""
164 "\"What!  Conseil; exactly as if I was at Paris in my study at the Jardin"
164 "des Plantes?  Well, I accept your good wishes, and thank you for them."
164 "Only, I will ask you what you mean by a `Happy New Year' under our"
164 "circumstances?  Do you mean the year that will bring us to the end of"
164 "our imprisonment, or the year that sees us continue this strange"
164 "voyage?\""
164 ""
164 "\"Really, I do not know how to answer, master.  We are sure to see"
164 "curious things, and for the last two months we have not had time for"
164 "dullness.  The last marvel is always the most astonishing; and, if we"
164 "continue this progression, I do not know how it will end.  It is my"
164 "opinion that we shall never again see the like.  I think then, with no"
164 "offence to master, that a happy year would be one in which we could see"
164 "everything.\""
164 ""
164 "On 2nd January we had made 11,340 miles, or 5,250 French leagues, since"
164 "our starting-point in the Japan Seas.  Before the ship's head stretched"
164 "the dangerous shores of the coral sea, on the north-east coast of"
164 "Australia.  Our boat lay along some miles from the redoubtable bank on"
164 "which Cook's vessel was lost, 10th June, 1770.  The boat in which Cook"
164 "was struck on a rock, and, if it did not sink, it was owing to a piece"
164 "of coral that was broken by the shock, and fixed itself in the broken"
164 "keel."
164 ""
164 "I had wished to visit the reef, 360 leagues long, against which the"
164 "sea, always rough, broke with great violence, with a noise like"
164 "thunder.  But just then the inclined planes drew the Nautilus down to a"
164 "great depth, and I could see nothing of the high coral walls.  I had to"
164 "content myself with the different specimens of fish brought up by the"
164 "nets.  I remarked, among others, some germons, a species of mackerel as"
164 "large as a tunny, with bluish sides, and striped with transverse bands,"
164 "that disappear with the animal's life."
164 ""
164 "These fish followed us in shoals, and furnished us with very delicate"
164 "food. We took also a large number of gilt-heads, about one and a half"
164 "inches long, tasting like dorys; and flying pyrapeds like submarine"
164 "swallows, which, in dark nights, light alternately the air and water"
164 "with their phosphorescent light. Among the molluscs and zoophytes, I"
164 "found in the meshes of the net several species of alcyonarians, echini,"
164 "hammers, spurs, dials, cerites, and hyalleae. The flora was represented"
164 "by beautiful floating seaweeds, laminariae, and macrocystes,"
164 "impregnated with the mucilage that transudes through their pores; and"
164 "among which I gathered an admirable Nemastoma Geliniarois, that was"
164 "classed among the natural curiosities of the museum."
164 ""
164 "Two days after crossing the coral sea, 4th January, we sighted the"
164 "Papuan coasts.  On this occasion, Captain Nemo informed me that his"
164 "intention was to get into the Indian Ocean by the Strait of Torres."
164 "His communication ended there."
164 ""
164 "The Torres Straits are nearly thirty-four leagues wide; but they are"
164 "obstructed by an innumerable quantity of islands, islets, breakers, and"
164 "rocks, that make its navigation almost impracticable; so that Captain"
164 "Nemo took all needful precautions to cross them.  The Nautilus,"
164 "floating betwixt wind and water, went at a moderate pace.  Her screw,"
164 "like a cetacean's tail, beat the waves slowly."
164 ""
164 "Profiting by this, I and my two companions went up on to the deserted"
164 "platform.  Before us was the steersman's cage, and I expected that"
164 "Captain Nemo was there directing the course of the Nautilus.  I had"
164 "before me the excellent charts of the Straits of Torres, and I"
164 "consulted them attentively.  Round the Nautilus the sea dashed"
164 "furiously.  The course of the waves, that went from south-east to"
164 "north-west at the rate of two and a half miles, broke on the coral that"
164 "showed itself here and there."
164 ""
164 "\"This is a bad sea!\" remarked Ned Land."
164 ""
164 "\"Detestable indeed, and one that does not suit a boat like the"
164 "Nautilus.\""
164 ""
164 "\"The Captain must be very sure of his route, for I see there pieces of"
164 "coral that would do for its keel if it only touched them slightly.\""
164 ""
164 "Indeed the situation was dangerous, but the Nautilus seemed to slide"
164 "like magic off these rocks.  It did not follow the routes of the"
164 "Astrolabe and the Zelee exactly, for they proved fatal to Dumont"
164 "d'Urville. It bore more northwards, coasted the Islands of Murray, and"
164 "came back to the south-west towards Cumberland Passage.  I thought it"
164 "was going to pass it by, when, going back to north-west, it went"
164 "through a large quantity of islands and islets little known, towards"
164 "the Island Sound and Canal Mauvais."
164 ""
164 "I wondered if Captain Nemo, foolishly imprudent, would steer his vessel"
164 "into that pass where Dumont d'Urville's two corvettes touched; when,"
164 "swerving again, and cutting straight through to the west, he steered"
164 "for the Island of Gilboa."
164 ""
164 "It was then three in the afternoon.  The tide began to recede, being"
164 "quite full.  The Nautilus approached the island, that I still saw, with"
164 "its remarkable border of screw-pines. He stood off it at about two"
164 "miles distant.  Suddenly a shock overthrew me.  The Nautilus just"
164 "touched a rock, and stayed immovable, laying lightly to port side."
164 ""
164 "When I rose, I perceived Captain Nemo and his lieutenant on the"
164 "platform.  They were examining the situation of the vessel, and"
164 "exchanging words in their incomprehensible dialect."
164 ""
164 "She was situated thus:  Two miles, on the starboard side, appeared"
164 "Gilboa, stretching from north to west like an immense arm.  Towards the"
164 "south and east some coral showed itself, left by the ebb.  We had run"
164 "aground, and in one of those seas where the tides are middling--a sorry"
164 "matter for the floating of the Nautilus.  However, the vessel had not"
164 "suffered, for her keel was solidly joined.  But, if she could neither"
164 "glide off nor move, she ran the risk of being for ever fastened to"
164 "these rocks, and then Captain Nemo's submarine vessel would be done for."
164 ""
164 "I was reflecting thus, when the Captain, cool and calm, always master"
164 "of himself, approached me."
164 ""
164 "\"An accident?\"  I asked."
164 ""
164 "\"No; an incident.\""
164 ""
164 "\"But an incident that will oblige you perhaps to become an inhabitant"
164 "of this land from which you flee?\""
164 ""
164 "Captain Nemo looked at me curiously, and made a negative gesture, as"
164 "much as to say that nothing would force him to set foot on terra firma"
164 "again.  Then he said:"
164 ""
164 "\"Besides, M. Aronnax, the Nautilus is not lost; it will carry you yet"
164 "into the midst of the marvels of the ocean.  Our voyage is only begun,"
164 "and I do not wish to be deprived so soon of the honour of your company.\""
164 ""
164 "\"However, Captain Nemo,\" I replied, without noticing the ironical turn"
164 "of his phrase, \"the Nautilus ran aground in open sea.  Now the tides"
164 "are not strong in the Pacific; and, if you cannot lighten the Nautilus,"
164 "I do not see how it will be reinflated.\""
164 ""
164 "\"The tides are not strong in the Pacific:  you are right there,"
164 "Professor; but in Torres Straits one finds still a difference of a yard"
164 "and a half between the level of high and low seas.  To-day is 4th"
164 "January, and in five days the moon will be full.  Now, I shall be very"
164 "much astonished if that satellite does not raise these masses of water"
